x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
x,0,0,0,x,0,$,$,$,0,x,x,0,$,$,$,0,x,0,0,0,x
x,0,$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$,0,x
x,0,0,$,0,0,x,0,0,0,0,0,0,0,0,x,0,0,$,0,0,x
x,x,0,0,$,x,0,0,0,0,x,x,0,0,0,0,x,$,0,0,x,x
x,$,0,0,x,$,0,0,0,0,,0,0,0,0,0,$,x,0,0,$,x
x,0,x,0,0,0,$,0,0,0,0,0,0,0,0,$,0,0,0,x,0,x
x,0,0,0,0,0,0,$,0,0,0,0,0,0,$,0,0,0,0,0,0,x
x,x,0,0,0,x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,x,x
x,x,$,0,0,0,0,0,x,B,B,B,B,x,0,0,0,0,0,$,x,x
x,x,x,x,0,0,0,0,0,B,B,B,B,0,0,0,0,0,x,x,x,x
x,x,x,x,0,0,0,0,0,B,B,B,B,0,0,0,0,0,x,x,x,x
x,x,$,0,0,0,0,0,x,B,B,B,B,x,0,0,0,0,0,$,x,x
x,x,0,0,0,x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,x,x
x,0,0,0,0,0,0,$,0,0,0,0,0,0,$,0,0,0,0,0,0,x
x,0,x,0,0,0,$,0,0,0,0,0,0,0,0,$,0,0,0,x,0,x
x,$,0,0,x,$,0,0,0,0,0,0,0,0,0,0,$,x,0,0,$,x
x,x,0,0,$,x,0,0,0,0,x,x,0,0,0,0,x,$,0,0,x,x
x,0,0,$,0,0,x,0,0,0,0,0,0,0,0,x,0,0,$,0,0,x
x,0,$,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$,0,x
x,0,0,0,x,0,$,$,$,0,x,x,0,$,$,$,0,x,0,0,0,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
